prompt_id,input_tokens,output_tokens,runtime_seconds,energy_joules,tin_tout
5875,13,63,2.0596303939819336,353.5545,819
5876,10,60,1.790268898010254,262.738,600
5877,14,64,2.41886830329895,325.40500000000003,896
5878,11,61,2.266267776489258,310.399,671
5879,14,64,2.160005807876587,323.353,896
5880,10,60,1.9802052974700928,250.414,600
5881,11,61,2.1342573165893555,382.1505,671
5882,10,60,1.8810408115386963,270.677,600
5883,18,68,2.377436637878418,318.64300000000003,1224
5884,14,64,2.3108954429626465,342.4545,896
5885,16,66,1.9155235290527344,234.7515,1056
5886,12,62,1.9232728481292725,270.153,744
5887,16,66,1.883428812026977,270.512,1056
5888,13,63,1.496023654937744,212.7875,819
5889,10,60,1.8084509372711184,274.5625,600
5890,14,54,1.552703619003296,285.1825,756
5891,16,66,1.8513274192810056,280.3225,1056
5892,24,54,1.1220314502716064,208.7645,1296
5893,17,60,1.798855543136597,260.59950000000003,1020
5894,12,62,2.035152196884156,349.6065,744
5895,15,65,1.615447998046875,288.4415,975
5896,13,63,2.0962460041046143,331.6155,819
5897,19,69,2.428064346313477,345.115,1311
5898,11,61,2.1669344902038574,330.7185,671
5899,18,68,2.087579727172852,356.9185,1224
5900,10,60,1.9302959442138672,280.857,600
5901,16,66,1.7185096740722656,306.4705,1056
5902,28,78,2.35908579826355,350.038,2184
5903,15,65,2.298823118209839,316.9835,975
5904,13,63,1.939686298370361,292.9845,819
5905,8,58,1.9901628494262693,259.755,464
5906,13,63,1.8454606533050537,231.253,819
5907,13,63,1.8913748264312744,287.1005,819
5908,13,63,2.0898327827453613,356.654,819
5909,14,64,2.237091302871704,335.944,896
5910,13,63,1.7720351219177246,273.7695,819
5911,10,60,1.857060432434082,239.358,600
5912,13,63,2.014111995697021,376.3085,819
5913,11,61,2.108374834060669,393.846,671
5914,13,63,2.2380402088165283,374.9225,819
5915,14,64,2.1619763374328613,330.10049999999995,896
5916,17,67,1.8024468421936035,282.3645,1139
5917,20,70,1.9572842121124268,268.86,1400
5918,10,60,1.91682243347168,318.608,600
5919,9,59,2.22727370262146,407.3725,531
5920,9,59,2.231632947921753,341.864,531
5921,10,60,2.2211263179779053,303.29150000000004,600
5922,12,62,1.9773263931274407,290.175,744
5923,10,60,1.7997353076934814,305.80400000000003,600
5924,16,66,1.871902704238892,315.935,1056
5925,13,63,2.121415376663208,342.14149999999995,819
5926,13,63,1.9800457954406736,237.658,819
5927,14,64,2.4202585220336914,333.796,896
5928,14,64,2.468708276748657,299.3925,896
5929,14,64,2.134168863296509,339.983,896
5930,20,70,2.015242576599121,374.924,1400
5931,12,62,2.047366142272949,450.56000000000006,744
5932,11,61,2.1272692680358887,364.7555,671
5933,14,64,2.306915044784546,330.175,896
5934,7,57,2.061403751373291,327.39400000000006,399
5935,12,62,1.814795970916748,253.064,744
5936,12,35,0.9098355770111084,153.1045,420
5937,16,41,1.3438992500305176,222.758,656
5938,14,64,2.0643699169158936,411.4815,896
5939,9,59,2.253556728363037,299.0205,531
5940,17,67,2.15283727645874,348.90850000000006,1139
5941,11,61,1.8025588989257808,280.1785,671
5942,10,60,1.9054067134857176,280.6785,600
5943,15,65,2.0952043533325195,348.8075,975
5944,12,57,1.80536150932312,294.61249999999995,684
5945,13,63,2.2020275592803955,399.365,819
5946,13,63,2.3372201919555664,347.318,819
5947,12,62,1.89947509765625,273.321,744
5948,21,71,1.952465772628784,242.115,1491
5949,9,59,1.9480259418487549,279.3595,531
5950,13,63,1.8466274738311768,295.1445,819
5951,12,62,1.980640172958374,299.86,744
5952,17,67,2.431044578552246,331.79050000000007,1139
5953,9,59,2.3131935596466064,339.0645,531
5954,14,64,1.8774936199188232,279.9915,896
5955,9,59,1.8805115222930908,245.8065,531
5956,17,67,1.922733783721924,273.85450000000003,1139
5957,10,60,1.6557092666625977,246.618,600
5958,9,59,1.8700110912323,261.9245,531
5959,9,59,2.0969796180725098,388.7255,531
5960,7,57,2.195533514022827,328.4655,399
5961,10,60,2.208127975463867,290.42850000000004,600
5962,13,63,2.060424327850342,306.2615,819
5963,10,60,2.036484718322754,334.53700000000003,600
5964,9,59,2.048945426940918,314.4,531
5965,7,57,1.770911693572998,255.9805,399
5966,17,67,1.883286714553833,323.729,1139
5967,9,59,2.0639328956604004,384.7725,531
5968,11,61,2.3147096633911133,329.878,671
5969,11,61,1.979193925857544,286.9405,671
5970,11,61,1.8725230693817136,289.359,671
5971,9,59,1.8345627784729004,273.68800000000005,531
5972,12,62,1.8556532859802248,324.43550000000005,744
5973,10,60,1.911236047744751,247.0335,600
5974,11,61,2.09789514541626,369.8615,671
5975,12,62,2.4353582859039307,345.6505,744
5976,14,64,2.382163047790528,356.87350000000004,896
5977,8,58,2.3082284927368164,359.6985,464
5978,10,60,1.606520414352417,251.2845,600
5979,14,40,1.0806670188903809,200.8725,560
5980,15,65,2.298252582550049,353.563,975
5981,11,61,2.315895795822144,381.379,671
5982,20,70,2.272404670715332,368.0695,1400
5983,9,59,1.9230015277862549,265.345,531
5984,11,61,2.0590834617614746,389.8325,671
5985,17,67,2.1614484786987305,344.2565,1139
5986,13,63,2.260389804840088,367.2855,819
5987,27,77,2.133984088897705,364.6385,2079
5988,12,62,1.817943811416626,308.7835,744
5989,13,63,2.322836399078369,360.04650000000004,819
5990,15,65,2.218593120574951,348.265,975
5991,17,67,2.063474416732788,341.63,1139
5992,15,65,1.978520154953003,284.81100000000004,975
5993,15,65,1.8862898349761963,261.155,975
5994,14,64,1.844632863998413,283.97700000000003,896
5995,12,62,1.9191060066223145,311.5405,744
5996,14,64,2.194166421890259,365.2655,896
5997,18,68,2.443153381347656,312.8125,1224
5998,16,66,2.261228561401367,328.499,1056
5999,15,65,2.108269453048706,346.1595,975
6000,10,60,1.80237364768982,301.0095,600
6001,11,61,2.0458059310913086,340.913,671
6002,10,60,1.992335081100464,315.481,600
6003,10,60,2.194951295852661,346.97,600
6004,10,60,2.081281900405884,327.83,600
6005,14,64,1.990865707397461,280.4805,896
6006,16,66,2.101081609725952,344.5525,1056
6007,10,60,2.199650764465332,341.141,600
6008,13,63,2.066885232925415,350.498,819
6009,9,59,1.923295021057129,262.318,531
6010,13,63,1.9142422676086424,263.34,819
6011,12,60,1.875495195388794,295.876,720
6012,12,62,1.8399622440338133,280.01050000000004,744
6013,16,66,1.91184401512146,250.7325,1056
6014,12,62,2.101504325866699,384.6595,744
6015,13,63,2.237417221069336,338.095,819
6016,13,63,2.2508373260498047,354.49,819
6017,14,64,1.844416856765747,245.8345,896
6018,11,61,1.877471208572388,294.34450000000004,671
6019,12,62,2.289992094039917,333.873,744
6020,15,64,2.136885166168213,358.185,960
6021,17,67,2.1444828510284424,319.663,1139
6022,13,63,2.253678321838379,379.753,819
6023,10,60,1.9051063060760496,270.35450000000003,600
6024,15,65,1.939009189605713,290.84950000000003,975
6025,18,68,1.975981950759888,272.1065,1224
6026,13,63,1.9071476459503167,297.1195,819
6027,16,66,2.0970404148101807,342.7465,1056
6028,20,70,2.5246798992156982,385.475,1400
6029,13,63,2.1915862560272217,334.41450000000003,819
6030,9,59,1.8917367458343504,281.109,531
6031,10,60,1.91996169090271,280.1975,600
6032,11,61,2.19482684135437,372.6845,671
6033,13,63,2.39858341217041,374.395,819
6034,8,58,2.283720731735229,390.191,464
6035,13,63,2.06465220451355,329.2149999999999,819
6036,16,66,2.314767837524414,412.8,1056
6037,18,44,1.2782213687896729,189.0115,792
6038,11,61,2.134626626968384,309.8415,671
6039,19,46,1.2588238716125488,226.0245,874
6040,9,59,1.9379308223724363,264.1625,531
6041,17,67,2.106221437454224,365.5065,1139
6042,22,55,1.5883424282073977,331.15250000000003,1210
6043,26,76,2.1146695613861084,375.1605,1976
6044,25,64,2.027118444442749,313.358,1600
6045,6,40,1.3264799118041992,197.5195,240
6046,21,71,1.7859184741973877,290.656,1491
6047,16,66,1.95386815071106,285.0205,1056
6048,9,59,1.899666786193848,275.5445,531
6049,12,62,1.9423677921295168,313.87,744
6050,10,60,1.87466049194336,269.207,600
6051,11,61,2.239171504974365,340.013,671
6052,17,67,2.2391302585601807,294.244,1139
6053,14,64,2.1752853393554688,378.561,896
6054,10,60,1.890807628631592,317.089,600
6055,16,66,1.936140537261963,276.9745,1056
6056,11,61,1.7689378261566162,323.736,671
6057,13,63,2.156611442565918,320.6295,819
6058,10,60,2.370466709136963,305.1005,600
6059,10,60,1.962155103683472,271.531,600
6060,11,61,1.918040990829468,286.8845,671
6061,9,59,1.98840856552124,310.599,531
6062,12,62,2.362100124359131,367.854,744
6063,11,61,1.9787745475769043,260.5055,671
6064,15,65,2.2226805686950684,364.761,975
6065,11,61,2.3620829582214355,322.4895,671
6066,25,75,2.412177801132202,333.9055,1875
6067,18,68,2.0435028076171875,333.0535,1224
6068,16,66,2.0551085472106934,389.5955,1056
6069,15,65,2.337599754333496,342.487,975
6070,19,69,2.2709784507751465,331.1355,1311
6071,16,66,2.1774885654449463,335.593,1056
6072,6,56,2.0091865062713623,278.6105,336
6073,17,55,1.6692237854003906,254.4465,935
6074,15,65,1.6033124923706057,282.56600000000003,975
6075,13,63,1.9238123893737795,288.2075,819
6076,13,63,1.8819231986999512,281.4435,819
6077,14,64,1.979419708251953,278.60049999999995,896
6078,13,59,2.068611860275269,306.7975,767
6079,11,47,1.7027509212493896,299.1635,517
6080,10,60,2.33392071723938,372.671,600
6081,14,64,2.228029251098633,393.742,896
6082,11,61,2.042467832565308,362.5585,671
6083,12,62,2.141420125961304,319.01,744
6084,14,64,2.279792070388794,365.106,896
6085,10,60,2.258151292800904,335.9575,600
6086,13,63,1.6664254665374756,300.75250000000005,819
6087,11,61,1.944927453994751,296.2795,671
6088,8,58,1.9256041049957275,257.7745,464
6089,12,62,2.0693817138671875,358.294,744
6090,9,59,2.233353853225708,332.658,531
6091,11,61,2.130722761154175,391.5315,671
6092,11,61,2.016503095626831,276.29549999999995,671
6093,9,59,2.2650129795074463,381.4195,531
6094,9,59,2.018096923828125,333.6725,531
6095,18,68,1.9359276294708248,276.485,1224
6096,13,63,1.8843507766723635,274.71750000000003,819
6097,10,60,2.0026750564575195,257.1895,600
6098,15,65,1.9770092964172363,330.6605,975
6099,19,69,2.312440872192383,364.199,1311
6100,10,60,2.218534708023072,347.4655,600
6101,10,60,2.0173709392547607,335.8835,600
6102,16,66,2.1723527908325195,402.1155,1056
6103,11,61,2.1820404529571533,366.233,671
6104,12,62,2.1396820545196533,332.493,744
6105,10,42,1.2569386959075928,194.9175,420
6106,15,65,2.016890525817871,339.4815,975
6107,18,68,1.818794012069702,255.326,1224
6108,30,80,2.065108060836792,356.789,2400
6109,14,64,2.134042501449585,340.7105,896
6110,29,79,2.394752025604248,342.0285,2291
6111,16,66,2.279257535934448,335.5235,1056
6112,21,71,1.88118314743042,271.46950000000004,1491
6113,11,61,1.9282844066619875,286.5755,671
6114,16,66,1.963890790939331,379.3775,1056
6115,10,60,1.9523131847381592,251.795,600
6116,14,64,2.1133949756622314,344.071,896
6117,13,63,2.4355058670043945,332.187,819
6118,11,61,2.415122032165528,357.196,671
6119,11,61,2.037407875061035,319.2995,671
6120,12,62,1.9431862831115725,320.606,744
6121,11,61,2.134758710861206,325.0215,671
6122,13,63,2.190617322921753,338.485,819
6123,15,65,2.227423667907715,354.98150000000004,975
6124,18,68,1.8559339046478271,267.6745,1224
6125,12,62,1.9400475025177,311.4665,744
6126,16,66,1.8623735904693604,304.3215,1056
6127,14,64,1.982659101486206,280.5145,896
6128,9,59,2.2280516624450684,347.477,531
6129,10,60,2.2679803371429443,347.902,600
6130,10,60,2.140330076217652,362.008,600
6131,10,60,2.157607078552246,316.027,600
6132,14,64,2.226035118103028,378.465,896
6133,18,67,2.2236785888671875,374.8570000000001,1206
6134,12,62,2.0332014560699463,342.9785,744
6135,15,65,1.9409759044647217,265.2025,975
6136,12,62,2.00492787361145,319.97950000000003,744
6137,20,70,2.179495096206665,346.833,1400
6138,15,65,2.230323314666748,387.6155,975
6139,14,64,2.172158479690552,340.7945,896
6140,12,62,1.9514200687408447,270.384,744
6141,12,62,1.779827356338501,262.24,744
6142,11,61,1.7702922821044922,259.166,671
6143,13,63,2.258319854736328,326.463,819
6144,13,63,2.085097312927246,371.254,819
6145,25,55,1.129589319229126,188.8485,1375
6146,16,66,1.818519115447998,250.725,1056
6147,17,67,1.828296661376953,269.1995,1139
6148,13,63,1.8475911617279053,304.6305,819
6149,13,63,2.0745222568511963,322.5625,819
6150,10,60,2.088521957397461,312.2545,600
6151,10,60,1.826202154159546,340.97900000000004,600
6152,13,63,2.1487841606140137,311.7405,819
6153,13,63,2.2552194595336914,325.42650000000003,819
6154,15,65,2.288564920425415,333.62700000000007,975
6155,14,64,2.1253819465637207,330.232,896
6156,17,67,2.1931421756744385,415.211,1139
6157,8,58,1.558851718902588,299.9995,464
6158,16,66,2.130942106246948,324.0665,1056
6159,10,60,2.37242078781128,365.0585,600
6160,10,60,1.910047054290772,253.7395,600
6161,9,59,1.9143764972686768,272.2775,531
6162,7,57,2.0827760696411133,357.156,399
6163,13,46,1.3725461959838867,187.535,598
6164,9,59,1.9923958778381348,300.7915,531
6165,12,61,2.0772922039031982,327.398,732
6166,18,68,2.186378002166748,338.8345,1224
6167,10,60,2.138040065765381,330.7695,600
6168,14,49,1.4985501766204834,178.384,686
6169,23,73,1.934687614440918,299.0945,1679
6170,17,67,2.0535595417022705,327.285,1139
6171,18,68,1.9258744716644287,284.958,1224
6172,23,73,1.9328980445861816,255.4095,1679
6173,22,72,1.863685131072998,336.686,1584
6174,25,75,1.9236135482788088,265.1865,1875
6175,10,60,2.0540244579315186,417.2185,600
6176,16,66,2.23203706741333,356.4465,1056
6177,12,62,2.320958137512207,329.74,744
6178,18,68,1.833935499191284,279.9745,1224
6179,22,72,1.87282395362854,264.2655,1584
6180,10,33,0.9293978214263916,125.989,330
6181,10,60,2.226691961288452,340.513,600
6182,15,65,1.7114663124084473,317.42049999999995,975
6183,8,58,1.9859716892242432,296.916,464
6184,12,62,1.980783224105835,310.861,744
6185,10,60,1.7871263027191162,224.4605,600
6186,14,64,1.793396234512329,273.035,896
6187,16,66,2.024477481842041,334.944,1056
6188,11,61,2.1276299953460693,364.8715,671
6189,12,44,1.7091219425201416,302.73,528
6190,10,60,2.2562410831451416,318.16900000000004,600
6191,9,59,2.2658348083496094,327.2835,531
6192,17,67,1.9496512413024905,249.7055,1139
6193,11,61,1.78444242477417,260.9875,671
6194,15,65,1.8259646892547607,282.2805,975
6195,11,61,1.7913765907287598,273.17850000000004,671
6196,17,67,1.934245586395264,284.596,1139
6197,14,64,2.0817813873291016,375.1995,896
6198,16,66,2.240560293197632,368.527,1056
6199,16,66,2.2394914627075195,382.3325,1056
6200,20,70,1.7224109172821045,300.7505,1400
6201,18,68,1.8131844997406008,254.5445,1224
6202,15,65,1.90360689163208,317.38200000000006,975
6203,11,45,1.3178763389587402,179.529,495
6204,18,68,1.9320192337036133,251.7255,1224
6205,28,78,1.986917495727539,263.86650000000003,2184
6206,15,65,2.1373062133789062,403.4655,975
6207,20,70,2.2546980381011963,305.0485,1400
6208,17,67,2.255239963531494,352.78599999999994,1139
6209,19,69,1.961531162261963,270.9975,1311
6210,16,66,1.8043763637542725,303.7875,1056
6211,16,66,2.1965694427490234,331.096,1056
6212,28,78,2.1191205978393555,394.6115,2184
6213,17,67,1.9960691928863523,322.587,1139
6214,15,65,2.222383737564087,348.8955,975
6215,15,65,2.0386850833892822,349.1805,975
6216,16,66,2.0451247692108154,311.846,1056
6217,7,57,2.321266889572144,327.1965,399
6218,13,63,2.325261354446411,414.249,819
6219,15,65,1.964777469635009,278.436,975
6220,14,64,1.99185848236084,304.495,896
6221,11,61,1.9280664920806885,286.474,671
6222,12,62,1.818829774856568,281.1915,744
6223,9,59,1.8787977695465088,302.6555,531
6224,12,62,2.0565669536590576,386.381,744
6225,21,71,2.2815566062927246,340.8805,1491
6226,9,59,2.2299275398254395,341.87,531
6227,29,79,2.107111930847168,355.583,2291
6228,13,63,1.9579439163208008,268.70500000000004,819
6229,19,69,2.177258014678955,357.4475,1311
6230,12,62,2.433456420898437,390.5705,744
6231,24,74,2.033998489379883,347.3055,1776
6232,15,65,2.2245752811431885,370.1395,975
6233,12,62,2.436275243759156,313.4665,744
6234,23,73,2.121721744537353,316.3335,1679
6235,12,62,2.035972118377685,353.557,744
6236,9,59,1.577021837234497,269.3515,531
6237,12,62,1.8277742862701416,297.76300000000003,744
6238,10,60,1.9435200691223145,265.5395,600
6239,17,67,2.0326826572418213,346.938,1139
6240,17,67,2.3686411380767822,327.258,1139
6241,11,61,2.4023587703704834,356.2085,671
6242,18,68,2.033442735671997,336.5095,1224
6243,15,65,1.927896738052368,292.87,975
6244,9,59,1.910183906555176,302.66549999999995,531
6245,13,63,2.0111374855041504,303.089,819
6246,13,63,2.0683798789978027,339.17050000000006,819
6247,13,63,2.165877103805542,348.2595,819
6248,11,61,2.23331618309021,339.371,671
6249,11,61,1.9275693893432613,293.843,671
6250,19,69,1.788313388824463,312.7635,1311
6251,10,49,1.4024622440338137,260.9585,490
6252,13,62,1.9473216533660889,276.8725,806
6253,13,63,1.895953893661499,281.817,819
6254,17,67,1.626932144165039,262.688,1139
6255,16,66,1.8617854118347168,277.247,1056
6256,11,61,2.079479455947876,356.20500000000004,671
6257,9,59,2.389389991760254,374.1385,531
6258,15,55,1.884900569915772,237.673,825
6259,26,76,2.3543663024902344,348.5935,1976
6260,13,63,1.741358757019043,269.7635,819
6261,15,65,2.17372465133667,357.073,975
6262,11,61,1.8431620597839355,252.836,671
6263,8,58,1.8981916904449463,258.15150000000006,464
6264,13,53,1.5722973346710205,268.94,689
6265,14,64,2.1272099018096924,340.3035,896
6266,10,60,2.0411384105682373,359.189,600
6267,25,75,2.1030735969543457,328.832,1875
6268,22,72,2.173701047897339,332.4925,1584
6269,14,64,2.3277463912963867,329.67999999999995,896
6270,11,61,2.0308268070220947,385.2875,671
6271,17,67,1.888267040252685,329.021,1139
6272,22,72,2.114119291305542,323.4315,1584
6273,11,61,2.4460225105285645,362.9215,671
6274,11,61,2.18135952949524,339.69,671
6275,13,63,2.0672266483306885,385.05550000000005,819
6276,18,68,1.8101303577423096,260.22900000000004,1224
6277,12,62,1.7943167686462402,303.27700000000004,744
6278,12,62,2.052839517593384,371.7455,744
6279,14,64,2.199469804763794,347.1775,896
6280,15,65,2.3192317485809326,335.869,975
6281,12,62,1.851420402526856,260.848,744
6282,15,65,1.8931255340576167,288.3245,975
6283,18,68,1.983082294464112,272.07,1224
6284,11,61,2.097580671310425,348.13300000000004,671
6285,14,64,2.159466505050659,344.3775,896
6286,12,62,2.2693841457366943,385.6395,744
6287,14,64,1.9851961135864256,248.4735,896
6288,29,79,1.940953254699707,325.8215,2291
6289,14,64,1.8891587257385247,296.8825,896
6290,12,62,1.9334778785705569,268.583,744
6291,15,65,2.182057380676269,324.945,975
6292,14,64,1.9134442806243896,281.8515,896
6293,25,75,1.5815963745117188,325.9075,1875
6294,33,83,2.141648530960083,347.109,2739
6295,13,63,2.011082172393799,310.923,819
6296,10,60,1.7991547584533691,240.311,600
6297,10,60,1.81006407737732,291.9885,600
6298,11,61,1.9918460845947263,289.685,671
6299,10,60,2.067659378051758,426.1375,600
6300,13,63,2.217382431030273,315.9,819
6301,13,63,2.324793577194214,312.0375,819
6302,9,59,1.995985746383667,270.679,531
6303,12,62,1.979470491409301,290.981,744
6304,15,65,2.228902578353882,334.84650000000005,975
6305,14,64,2.4153313636779785,423.6905,896
6306,9,59,2.182682752609253,346.763,531
6307,9,59,2.0441133975982666,371.278,531
6308,13,63,2.0998072624206543,322.11749999999995,819
6309,22,72,2.378403663635254,315.06,1584
6310,12,62,2.256819248199463,337.98400000000004,744
6311,8,58,1.7544353008270264,283.3455,464
6312,11,61,1.900848388671875,283.398,671
6313,19,69,2.3925940990448,344.515,1311
6314,12,62,2.361925840377808,359.487,744
6315,12,62,2.285276174545288,351.4405,744
6316,10,60,1.852406024932861,261.116,600
6317,11,61,1.5944492816925049,268.6825,671
6318,13,63,1.870911121368408,253.1335,819
6319,10,60,1.8600609302520752,250.35,600
6320,10,60,1.95765233039856,243.2185,600
6321,11,61,1.9641292095184328,273.2265,671
6322,10,60,2.128469705581665,330.18100000000004,600
6323,17,67,2.455502510070801,403.8185,1139
6324,15,65,2.1801557540893555,368.9935,975
6325,8,58,2.067997455596924,365.1735,464
6326,15,65,1.9086196422576904,273.285,975
6327,23,73,1.851954698562622,278.7225,1679
6328,11,61,2.054802179336548,312.366,671
6329,15,59,1.671987771987915,286.2605,885
6330,18,68,2.060713768005371,368.9665,1224
6331,19,69,2.091294527053833,353.806,1311
6332,37,87,2.352936267852783,316.7495,3219
6333,16,66,2.0669610500335693,322.1555,1056
6334,8,37,1.0694081783294678,209.299,296
6335,12,62,2.058780670166016,341.399,744
6336,13,63,1.6868324279785156,271.76450000000006,819
6337,9,59,1.965005159378052,282.4525,531
6338,15,65,2.084240198135376,348.9065,975
6339,16,66,2.0476646423339844,363.06,1056
6340,13,63,2.3855550289154053,354.5965,819
6341,12,62,2.364952087402344,385.4285,744
6342,17,67,1.832606554031372,282.7915,1139
6343,14,64,2.15169358253479,374.686,896
6344,13,63,2.0975046157836914,335.9305,819
6345,12,62,2.240019559860229,336.92,744
6346,16,66,1.945608377456665,279.206,1056
6347,12,62,1.623455047607422,310.9505,744
6348,12,62,2.0588364601135254,355.5795,744
6349,19,69,2.423987865447998,325.738,1311
6350,16,66,1.9984898567199707,308.7425,1056
6351,13,63,1.854489088058472,248.5895,819
6352,9,59,2.082960367202759,362.3565,531
6353,16,66,2.276694059371948,376.6834999999999,1056
6354,24,74,2.051797151565552,361.8635,1776
6355,11,61,1.9417319297790527,290.105,671
6356,11,61,1.801013708114624,275.2165,671
6357,16,66,2.16473388671875,354.35049999999995,1056
6358,18,68,2.357607126235962,371.759,1224
6359,21,71,1.909536361694336,274.413,1491
6360,13,63,2.059123039245605,341.6475,819
6361,15,65,2.157348871231079,346.267,975
6362,25,45,0.7535150051116943,124.0435,1125
6363,13,57,1.7657997608184814,302.63300000000004,741
6364,12,62,1.866615533828736,272.4825,744
6365,14,64,1.8930034637451167,357.3475,896
6366,12,62,1.9741463661193848,269.4945,744
6367,24,74,1.9470224380493164,294.2035,1776
6368,13,63,1.772681474685669,261.4775,819
6369,33,83,1.8481874465942385,282.54200000000003,2739
6370,21,71,2.082798957824707,332.813,1491
6371,11,61,2.210508346557617,394.578,671
6372,16,66,2.1486315727233887,326.14649999999995,1056
6373,15,65,2.112419605255127,332.30150000000003,975
6374,19,69,1.743844509124756,268.644,1311
6375,10,60,1.938952207565308,298.752,600
6376,12,62,2.035179376602173,331.49850000000004,744
6377,13,63,2.300134897232056,365.323,819
6378,13,63,2.208662748336792,304.405,819
6379,10,60,2.093168258666992,380.0375,600
6380,16,66,2.412580728530884,341.952,1056
6381,11,61,2.425966501235962,322.2395,671
6382,11,61,2.179184436798096,289.2285,671
6383,10,60,2.0504727363586426,347.3935,600
6384,11,61,2.112637042999268,380.8505,671
6385,13,63,1.6201214790344238,338.80550000000005,819
6386,12,62,2.116070508956909,333.525,744
6387,8,58,2.440937757492065,346.59099999999995,464
6388,11,61,2.1890974044799805,359.1725,671
6389,12,62,1.901666641235352,267.736,744
6390,14,64,1.9498023986816408,307.899,896
6391,10,60,1.5211727619171145,295.41150000000005,600
6392,10,60,1.9497227668762207,271.077,600
6393,28,78,1.8926796913146973,276.416,2184
6394,13,63,2.3467650413513184,308.102,819
6395,16,54,1.4697961807250977,254.0475,864
6396,12,62,2.359579801559448,307.4575,744
6397,18,68,2.2524073123931885,374.47,1224
6398,8,58,2.2713942527771,343.567,464
6399,8,58,1.8260972499847408,297.45500000000004,464
6400,16,66,1.8777976036071773,269.294,1056
6401,12,62,1.965299367904663,305.437,744
6402,16,66,2.022951364517212,304.46900000000005,1056
6403,16,66,2.2147891521453857,364.7005,1056
6404,16,66,2.33020567893982,340.7915,1056
6405,20,70,1.9335923194885247,281.4395,1400
6406,17,67,2.015094518661499,339.759,1139
6407,13,63,2.236592054367065,337.0865,819
6408,15,65,2.4440906047821045,324.3335,975
6409,14,64,2.174375295639038,314.164,896
6410,12,62,1.9620072841644287,326.973,744
6411,18,68,1.9377949237823489,236.9845,1224
6412,22,72,1.798828125,300.1435,1584
6413,11,61,2.026869535446167,359.5925,671
6414,9,59,2.1814982891082764,329.7815,531
6415,13,63,2.261565923690796,320.4935,819
6416,8,44,1.3876841068267822,215.424,352
6417,10,60,1.4760966300964355,218.351,600
6418,14,64,2.1207351684570312,303.077,896
6419,12,62,1.994910478591919,289.62,744
6420,14,64,1.7810649871826172,302.9525,896
6421,16,66,1.8443069458007808,286.6795,1056
6422,11,56,1.7384703159332275,299.28799999999995,616
6423,10,60,1.9599614143371584,323.808,600
6424,10,60,1.905848503112793,241.296,600
6425,15,65,2.079119682312012,306.4605,975
6426,13,63,1.7952158451080322,296.285,819
6427,10,60,2.060974836349488,362.8575,600
6428,15,65,2.237628698348999,372.5115,975
6429,12,62,2.0289552211761475,372.1455,744
6430,19,69,2.2055823802948,333.255,1311
6431,11,61,1.9345457553863523,247.461,671
6432,13,63,1.9818077087402344,252.513,819
6433,16,66,1.8894391059875488,245.3675,1056
6434,10,60,1.8670942783355715,286.936,600
6435,15,65,1.9338505268096924,304.1735,975
6436,15,65,2.14667010307312,334.275,975
6437,14,64,2.210222244262696,329.152,896
6438,11,61,1.8883702754974363,302.8275,671
6439,19,69,1.8970634937286377,276.188,1311
6440,22,72,1.91072964668274,249.0425,1584
6441,17,67,2.110929250717163,358.761,1139
6442,12,62,2.008619785308838,331.317,744
6443,17,67,1.9549622535705569,277.247,1139
6444,14,64,2.219623327255249,335.0815,896
6445,10,60,1.8286807537078853,297.7915,600
6446,12,62,1.9293100833892824,316.623,744
6447,8,58,2.279957771301269,353.9365,464
6448,10,60,2.100903987884521,397.2625000000001,600
6449,13,63,2.142594575881958,331.49850000000004,819
6450,13,63,2.2436728477478027,365.5245,819
6451,12,35,1.270176887512207,202.8595,420
6452,12,62,2.105384588241577,327.667,744
6453,20,70,2.445552587509156,360.31,1400
6454,9,59,2.1121554374694824,365.6595,531
6455,15,65,2.0467350482940674,366.6315,975
6456,11,61,2.2628166675567627,391.003,671
6457,11,61,2.241210460662842,309.0425,671
6458,9,59,2.0502023696899414,324.31100000000004,531
6459,13,63,1.9086418151855469,272.897,819
6460,13,63,2.0467684268951416,446.589,819
6461,15,65,2.1162431240081787,364.528,975
6462,7,57,2.1015384197235107,337.17550000000006,399
6463,9,59,1.9989337921142576,250.8745,531
6464,10,60,2.000732183456421,278.901,600
6465,12,62,1.818309307098389,248.5485,744
6466,17,67,1.8965966701507568,345.6865,1139
6467,10,60,2.1123580932617188,322.2785,600
6468,11,61,1.9765198230743408,304.1745,671
6469,21,56,1.7675340175628662,299.9295,1176
6470,12,62,2.3216941356658936,368.672,744
6471,12,54,1.823574781417847,295.7085,648
6472,18,68,2.0571320056915283,375.6215,1224
6473,21,71,1.8978755474090576,302.6675,1491
6474,8,58,1.906057357788086,257.9615,464
6475,10,60,1.962153911590576,272.94300000000004,600
6476,14,64,1.924813985824585,306.0925,896
6477,9,59,2.061018466949463,378.3665,531
6478,12,62,2.4118237495422363,344.0785,744
6479,16,66,1.9123454093933103,230.209,1056
6480,10,60,2.29118275642395,384.119,600
6481,14,64,2.1342849731445312,349.0045,896
6482,14,64,1.7824711799621582,281.4585,896
6483,14,38,0.950843334197998,137.742,532
6484,10,60,2.160807847976685,364.617,600
6485,6,56,1.9121363162994385,348.3775,336
6486,10,60,2.006244421005249,264.85900000000004,600
6487,14,64,2.291048049926758,332.13800000000003,896
6488,6,56,2.244718313217163,304.5065,336
